timestamp,region,carbon_intensity,solar_cloud_pct,wind_speed,temperature
2025-10-07 17:15:00+00:00,IN-WE,673,70,4.7,27.7
2025-10-07 17:20:00+00:00,IN-WE,673,70,4.7,27.7
2025-10-07 17:25:00+00:00,IN-WE,673,70,4.7,27.7
2025-10-07 17:30:00+00:00,IN-WE,673,70,4.7,27.7
2025-10-07 17:35:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 17:40:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 17:45:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 17:50:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 17:55:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 18:00:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 18:05:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 18:10:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 18:15:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 18:20:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 18:25:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 18:30:00+00:00,IN-WE,672,61,5.9,27.8
2025-10-07 18:35:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 18:40:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 18:45:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 18:50:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 18:55:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 19:00:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 19:05:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 19:10:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 19:15:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 19:20:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 19:25:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 19:30:00+00:00,IN-WE,670,57,5.8,27.6
2025-10-07 19:35:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 19:40:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 19:45:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 19:50:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 19:55:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 20:00:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 20:05:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 20:10:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 20:15:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 20:20:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 20:25:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 20:30:00+00:00,IN-WE,669,55,6.6,27.4
2025-10-07 20:35:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 20:40:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 20:45:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 20:50:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 20:55:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 21:00:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 21:05:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 21:10:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 21:15:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 21:20:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 21:25:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 21:30:00+00:00,IN-WE,668,62,7,27.2
2025-10-07 21:35:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 21:40:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 21:45:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 21:50:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 21:55:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 22:00:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 22:05:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 22:10:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 22:15:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 22:20:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 22:25:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 22:30:00+00:00,IN-WE,669,82,7.2,27.1
2025-10-07 22:35:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 22:40:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 22:45:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 22:50:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 22:55:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 23:00:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 23:05:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 23:10:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 23:15:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 23:20:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 23:25:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 23:30:00+00:00,IN-WE,672,79,6.9,27
2025-10-07 23:35:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-07 23:40:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-07 23:45:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-07 23:50:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-07 23:55:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-08 00:00:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-08 00:05:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-08 00:10:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-08 00:15:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-08 00:20:00+00:00,IN-WE,677,50,6.4,27.1
2025-10-08 00:25:00+00:00,IN-WE,677,50,6.4,27.1
